Name,Currency,Top Category,Category,Updates,Comments,Rewards,Goal,Pledged,Backers,Start,End,Duration in Days,Facebook Friends,Facebook Shares,Creator - # Projects Created,Creator - # Projects Backed,# Videos,# Images,# Words (Description),# Words (Risks and Challenges),# FAQs,r1,r2,r3,f1,f2,f3,Result,Video
IVA - The Third Album,USD,Music,Pop,2,0,8,10000,12827,158,2014/1/28,2014/3/29,59,2980,389,1,2,0,0,505,162,0,631,1035,1095,10,14,17,1,1
"OF CAKE & VANITY: A Musical Painting by Jos_ Rivera, Jr.",USD,Theater,Theater,0,2,4,500,580,20,2014/4/8,2014/4/19,10,1909,3,1,0,0,0,180,158,0,389,525,525,13,17,17,1,1
Grow Floats Hydroponics,USD,Food,Food,9,65,21,18000,27822,387,2014/2/26,2014/4/12,44,0,1098,1,0,0,18,1664,189,1,2769,4325,4813,65,88,95,1,1
DENHAM: singer/songwriter,USD,Music,Music,0,3,5,5000,381,12,2014/1/16,2014/2/25,40,0,5,1,0,0,0,156,141,0,101,101,101,5,5,5,0,1
Manic Volume 1,USD,Comics,Comics,0,0,14,5000,592,9,2014/2/22,2014/4/3,39,0,21,1,0,0,12,520,195,0,26,26,136,2,2,3,0,1
Circles in the Dust: A Novel by Matthew Harrop,USD,Publishing,Fiction,0,0,6,2000,647,24,2014/2/7,2014/3/9,29,268,171,1,1,0,0,384,209,0,288,385,410,9,13,14,0,1
COLLUSION: A game of brazen deceit & unspeakable treachery.,USD,Games,Games,3,37,10,100000,29414,530,2013/12/17,2014/1/17,30,0,522,1,5,0,12,1942,183,0,2265,3988,4948,76,124,158,0,1
Shipping fine art from Amsterdam to NYC,USD,Art,Sculpture,0,0,4,25000,651,6,2014/1/27,2014/3/28,59,0,18,2,0,0,0,224,114,0,626,626,626,5,5,5,0,0
Schlomo's House of Gluten Free Pancakes,USD,Food,Food,0,0,9,55000,20,2,2014/4/10,2014/5/10,30,8,4,1,0,0,0,398,173,0,10,10,10,1,1,1,0,0
"""Midwinter"" Volume 1",USD,Comics,Comics,4,7,10,5000,6025,82,2014/3/8,2014/4/7,29,250,430,1,9,0,22,710,86,3,3059,3109,3324,12,14,20,1,1
Strong's BBQ Sauce,USD,Food,Food,0,3,6,3000,3285,32,2014/3/25,2014/4/15,21,107,117,1,1,0,2,206,152,0,1050,1300,1300,8,11,11,1,1
Kickstart Our Passion - Fly Away With Me Music Video,CAD,Music,Hip-Hop,0,0,5,937.5,33.75,2,2013/12/30,2014/1/11,12,0,27,1,0,1,0,229,104,0,33.75,33.75,33.75,2,2,2,0,1
SONS OF THE DEVIL,USD,Film & Video,Thrillers,7,11,21,23000,24042,221,2014/5/19,2014/6/18,30,1212,774,2,7,0,9,594,125,0,4545,5167,5489,46,62,70,1,1
Disillusioned: The Series,USD,Film & Video,Webseries,5,1,17,22500,22899,186,2014/2/18,2014/3/22,31,2138,730,1,6,0,22,1782,86,0,2940,3468,3642,33,48,52,1,1
The Legend of Tarot - a Tarot deck for gamers,USD,Games,Tabletop Games,7,41,10,7000,16870,392,2014/4/22,2014/5/23,30,102,845,1,0,0,12,820,272,7,835,2471,2825,19,54,66,1,1
Modern furniture/home products from the Peruvian Amazon,USD,Design,Product Design,1,0,11,3500,135,2,2014/4/3,2014/4/21,17,561,19,1,0,0,11,302,62,0,0,0,0,0,0,0,0,1
Lords of Ravengrad: Rise or Fall of a Great City Strat RPG,AUD,Games,Tabletop Games,2,12,10,21600,1069.92,12,2014/4/30,2014/6/4,35,542,46,2,5,1,42,296,113,3,194.4,338.4,338.4,6,6,6,0,1
Learning iOS Development: develop the future!,USD,Technology,Open Software,0,0,10,6000,930,32,2013/12/24,2014/1/15,21,72,4,1,1,0,0,1081,164,1,50,125,125,2,5,5,0,1
HOLLYWOOD SCI FI SCIENCE FICTION MUSEUM,USD,Film & Video,Science Fiction,6,87,58,82300,93428,1867,2014/5/7,2014/6/16,40,1456,30893,2,0,2,44,1338,148,2,13670,18675,20106,129,179,207,1,1
Invisible Homes Album Mastering and Release,USD,Music,Music,2,1,7,1800,1951,43,2014/3/11,2014/4/10,30,298,134,1,1,0,0,267,98,0,916,930,959,7,8,9,1,1
Mauve in Mauve,USD,Film & Video,Short Film,1,2,6,5500,5689,23,2014/1/27,2014/2/26,30,730,47,1,0,0,5,989,104,0,0,1055,1055,0,3,3,1,0
Innovative And Educational Card Game,USD,Games,Tabletop Games,2,0,13,5000,66,6,2014/2/11,2014/3/23,39,327,15,2,0,0,5,310,126,0,55,55,55,4,4,4,0,1
Halfbike,USD,Design,Product Design,7,78,6,80000,81770,414,2014/3/14,2014/4/14,31,535,10645,1,8,0,18,846,130,7,8020,20527,24325,16,51,72,1,1
Music Memories,USD,Music,Country & Folk,11,0,6,10000,10555,34,2014/1/28,2014/3/29,59,335,74,1,2,0,0,163,95,0,991,1088,1090,3,5,5,1,1
Bad Girls,USD,Film & Video,Short Film,1,2,10,7500,7677,119,2014/2/23,2014/3/25,29,1484,512,2,3,0,0,253,469,0,242,365,658,9,13,17,1,1
Dungeon Dice: GUILDS,USD,Games,Tabletop Games,29,6971,5,9000,167151,2043,2014/5/13,2014/6/20,37,244,522,6,18,3,46,1011,28,0,48236,52415,56421,1030,1062,1099,1,1
Northernmost LP Pressing,USD,Music,Rock,3,0,3,500,814,30,2014/3/24,2014/5/3,40,777,215,1,0,0,0,127,31,0,276,393,443,11,13,15,1,0
New Billy Wright EP,USD,Music,Rock,0,0,5,1450,130,4,2014/5/14,2014/6/12,28,0,67,2,0,0,0,218,169,0,100,100,110,2,2,3,0,1
SuperTrip! - Not Your Typical Adventure,USD,Games,Video Games,4,4,11,5000,6145,100,2014/3/13,2014/4/12,30,755,125,1,4,2,13,1040,140,0,315,1552,1575,11,18,20,1,1
SERAPHIM KELLY - Debut Album!,GBP,Music,Music,7,0,22,25400,1884.68,41,2014/2/20,2014/3/22,29,0,863,1,1,0,0,803,242,0,684.53,830.58,915.67,8,13,15,0,1
Tiles: Build Your Dreams,USD,Technology,Technology,1,2,16,30000,3430,63,2014/4/2,2014/5/7,35,726,182,1,7,2,83,1254,197,0,1016,1192,1290,16,24,27,0,1
SF Bay Area recording studio redux,USD,Music,Jazz,0,1,3,6000,7500,23,2014/5/4,2014/5/10,6,832,4,2,0,0,0,182,107,0,4273,4450,5450,9,12,13,1,0
Seduce Me - An Otome Visual Novel,USD,Games,Video Games,6,35,17,4000,8236,206,2014/2/15,2014/3/16,29,466,225,2,1,0,17,1116,165,0,548,914,1422,21,37,54,1,1
The Battle of New Orleans Reconsidered,USD,Publishing,Nonfiction,0,0,5,6440,2080,14,2014/5/4,2014/6/3,30,458,14,2,2,0,0,616,106,0,0,361,430,0,4,6,0,1
Provo Fashion Week,USD,Fashion,Fashion,1,1,8,3200,3300,40,2014/3/2,2014/4/1,29,0,324,1,3,0,3,357,50,0,376,430,490,6,8,10,1,1
earthbaby flowers & creations,USD,Design,Design,0,1,4,15000,50,2,2014/5/2,2014/5/22,20,88,3,1,0,0,0,422,206,0,0,25,25,0,1,1,0,1
Shizwaz Showdown,USD,Games,Tabletop Games,2,1,4,4000,201,12,2014/4/22,2014/5/22,30,151,39,1,0,4,3,174,100,0,87,135,135,6,7,7,0,1
SportsJAM Network,USD,Publishing,Radio & Podcast,7,0,4,1500,60,2,2014/2/21,2014/3/23,29,770,70,1,0,1,0,283,84,0,0,25,50,0,0,1,0,0
Akvavit Theatre presents: MISHAP! by Bjarni J__sson,USD,Theater,Theater,0,0,9,2000,2091,44,2014/1/14,2014/2/15,31,877,174,3,8,0,2,455,109,0,0,40,160,0,2,5,1,1
Visualising The Beatles: Chapter One (Please Please Me),GBP,Design,Graphic Design,2,25,25,6350,12646.66,269,2014/1/5,2014/2/4,30,267,3,1,1,0,8,1480,111,0,140.97,147.32,212.09,2,4,6,1,0
Coran's Quest - A fantasy graphic novel,GBP,Comics,Comic Books,6,6,14,38100,2369.82,61,2014/5/16,2014/6/15,30,0,228,1,0,0,15,976,208,0,668.02,716.28,782.32,15,16,18,0,1
Super Adventure Mega Quest,CAD,Games,Video Games,5,8,16,15000,6598.5,64,2014/3/24,2014/4/23,30,837,292,2,7,0,29,1357,121,0,1712.25,1874.25,1934.25,10,17,21,0,1
Savannah Blain's First EP Album,USD,Music,Music,0,1,5,7500,7500,36,2014/2/18,2014/3/30,39,0,445,1,0,0,0,547,142,0,1466,1695,1720,10,11,12,1,1
2014 Indy Film Fest :: Destination Indy,USD,Film & Video,Festivals,0,0,12,8000,8629,83,2014/5/2,2014/6/3,31,0,357,4,1,0,3,371,51,0,875,875,1020,8,8,10,1,1
"SPLOOJ - A Game of Speed, Skill, Endurance and Colours!",GBP,Games,Video Games,1,0,9,9525,68.58,5,2014/1/28,2014/3/9,39,183,17,1,0,0,1,283,193,0,39.37,54.61,54.61,1,3,3,0,1
CHOOSE YOUR OWN ADVENTURE! FAREWELL CONCERT,USD,Music,Classical Music,0,0,2,700,20,3,2014/5/13,2014/6/20,37,1309,1,1,0,0,0,151,25,0,0,0,0,0,0,0,0,1
Everly Creations - modern dresses for a modern bride,USD,Fashion,Fashion,2,0,3,15000,3947,23,2014/3/28,2014/4/27,30,441,251,1,0,0,11,2763,112,0,565,565,616,4,4,5,0,1
Ladada Signature Collection!,USD,Fashion,Fashion,2,0,7,30000,30140,69,2014/4/11,2014/5/11,30,4569,557,1,0,0,10,581,183,0,50,250,750,1,4,5,1,1
Meeple Playing Cards - Final Hours!,USD,Games,Tabletop Games,10,22,11,6200,6461,244,2014/1/11,2014/2/10,30,0,80,3,16,0,12,975,87,0,2663,2730,2863,117,124,129,1,1
Retro Roadmap Video Series,USD,Film & Video,Webseries,6,3,10,6000,8851,206,2014/3/19,2014/4/18,30,711,897,1,14,1,1,575,100,4,850,1168,1305,19,26,29,1,1
Simple dreams lead to Simple Eats,USD,Food,Food,1,0,9,4000,446,7,2014/1/17,2014/2/21,35,422,12,1,1,0,0,248,74,0,214,415,415,2,4,4,0,1
Circle Slash Fashion,USD,Fashion,Fashion,0,0,5,3500,145,5,2014/1/8,2014/2/22,45,0,0,1,0,0,1,248,92,0,20,20,20,1,1,1,0,0
Play a Role in the Birth of a Robot,USD,Technology,Hardware,0,2,3,1000,1082,20,2014/4/25,2014/6/15,50,122,50,1,0,0,0,135,48,0,150,150,170,3,3,4,1,1
Jim & Helen Forever,USD,Film & Video,Comedy,0,0,18,15000,15139,68,2014/5/15,2014/6/11,27,1126,140,1,1,0,4,448,186,0,2138,2260,3066,16,17,26,1,1
CASSETTE - Album Release.,USD,Music,Pop,5,2,5,1000,234,9,2014/4/28,2014/5/28,30,654,67,1,0,0,0,309,50,3,76,176,176,3,5,5,0,1
The Rarest Rhino,NZD,Photography,Nature,10,5,25,37400,41201.88,90,2014/5/6,2014/6/5,30,0,3843,1,26,0,19,1361,150,1,4761.36,4761.36,6018.68,21,21,29,1,1
Lori Finally Writes Her Tell All Tales Of The Ad World,USD,Publishing,Nonfiction,0,0,3,7500,25,1,2014/3/19,2014/4/3,15,328,27,1,0,0,0,295,113,0,25,25,25,1,1,1,0,0
Sole Conversations | The Boutique Documentary,USD,Film & Video,Documentary,0,0,8,7500,91,6,2014/1/16,2014/2/15,30,0,0,1,0,0,0,96,77,0,0,25,25,0,1,1,0,1
Until we have Faces gets Professional,USD,Music,Metal,3,1,23,1000,1815,36,2014/4/17,2014/5/18,30,1429,192,1,1,0,0,240,99,1,115,203,205,5,7,8,1,1
"Support original music, please ;]",USD,Music,Music,0,0,1,500,500,14,2014/3/14,2014/4/12,29,1911,254,1,0,0,0,69,45,0,65,65,65,3,3,3,1,1
Social Media Planner,AUD,Design,Product Design,9,0,15,14400,6184.8,85,2014/3/14,2014/4/13,30,328,75,1,15,0,9,1718,208,10,389.52,674.64,1220.4,12,17,28,0,1
Customized Fishing Weights(Sinkers),USD,Design,Product Design,0,0,8,33546,75,2,2013/12/16,2014/1/30,45,32,0,2,0,0,10,348,126,0,0,0,0,0,0,0,0,1
Allotrope Eclipse,USD,Games,Video Games,1,1,11,15000,40,3,2014/4/5,2014/5/5,30,208,21,1,0,0,7,1318,144,0,15,15,15,1,1,1,0,1
Sea of Red,USD,Film & Video,Shorts,2,2,7,7000,7318,57,2014/5/23,2014/6/22,30,693,307,1,0,0,0,580,61,0,925,969,1028,8,11,14,1,1
Kings of The Abyss,USD,Comics,Comic Books,2,0,7,14000,35,2,2014/4/15,2014/5/13,28,643,9,2,0,2,58,988,207,1,0,35,35,0,2,2,0,1
Binary Physics - First Edition Academic Book,USD,Publishing,Publishing,0,0,2,1000,135,2,2014/3/7,2014/5/6,59,599,5,1,0,0,2,291,41,0,0,0,0,0,0,0,0,0
Pink Peruvian  Mineral Salt,USD,Food,Food,3,3,4,2500,976,35,2014/3/2,2014/4/1,29,259,25,2,4,1,3,241,59,1,537,662,679,14,21,22,0,1
Grow Ghost Roast Coffee from Side Hobby to Small Business,USD,Food,Drinks,0,0,9,3000,25,1,2014/5/20,2014/6/19,30,248,0,1,0,0,3,307,106,0,0,0,0,0,0,0,0,0
Jesse Luttrell's Debut EP Album,USD,Music,Music,2,0,6,3500,3652,63,2014/1/13,2014/2/15,32,0,41,1,0,0,0,351,105,0,155,254,289,4,4,6,1,1
TheMagicalTree,USD,Art,Mixed Media,6,0,17,5500,1412,46,2014/3/23,2014/4/22,30,134,296,1,1,1,79,1162,253,1,243,347,455,5,12,16,0,1
Outer Edge Comics 20th Anniversary,CAD,Comics,Comic Books,12,0,14,1125,285,13,2014/4/16,2014/5/16,30,255,21,2,77,0,7,440,200,2,81,86.25,86.25,6,7,7,0,1
Leetzy.  Finally a word game where spelling is optional!!,USD,Games,Playing Cards,0,0,5,15000,36,4,2014/5/22,2014/6/21,30,848,7,1,0,0,2,384,31,0,5,5,5,1,1,1,0,1
The Hot Plate: A Introductory Cookbook for Hotplate/Stovetop,USD,Food,Food,0,0,7,800,1,1,2014/4/21,2014/5/21,30,0,0,1,0,0,2,344,71,0,0,1,1,0,1,1,0,0
Macbeth - Blood Will Have Blood,GBP,Theater,Theater,2,0,8,2540,2573.02,45,2014/5/12,2014/6/11,30,273,147,1,0,0,4,906,209,0,520.7,527.05,558.8,14,14,16,1,1
Box Buddi - A new way of keeping jewellery protected!,CAD,Fashion,Fashion,0,0,6,3375,5.25,1,2014/5/19,2014/6/13,25,261,0,1,0,0,7,209,72,0,0,0,0,0,0,0,0,1
"""Guys Reading Poems"" - Finishing Funds",USD,Film & Video,Narrative Film,22,5,10,40000,41325,291,2014/2/18,2014/4/19,59,816,1454,1,2,0,4,672,203,2,1855,2581,3016,16,19,21,1,1
Rolling Papers: A Documentary Film by Mitch Dickman,USD,Film & Video,Documentary,8,1,12,50420,50643,126,2014/4/20,2014/6/4,45,820,3510,1,2,0,9,1389,133,0,1134,2832,3098,15,20,23,1,1
The Distance Between Us,USD,Photography,Photography,4,2,9,1500,1640,38,2013/12/27,2014/2/2,37,0,22,1,1,0,5,1441,98,0,75,75,75,3,3,3,1,1
The Real California Record Their Next Album,USD,Music,Rock,2,0,8,2500,3200,52,2014/1/13,2014/2/15,32,0,90,1,0,0,0,338,297,0,358,460,510,7,9,11,1,1
Worn Out,USD,Film & Video,Film & Video,0,0,6,5000,111,3,2014/5/1,2014/5/31,30,0,152,1,0,0,2,326,91,0,0,0,0,0,0,0,0,1
WEZEL: The Wallet Easel. Phone Stand / Minimalist Wallet.,USD,Fashion,Accessories,10,12,9,10000,12000,231,2014/4/23,2014/5/23,30,646,1528,1,0,0,34,602,182,1,1736,2760,2919,42,60,63,1,1
Jeremiah's Introductory Album Fund,USD,Music,Music,0,0,5,10000,50,1,2014/4/15,2014/5/15,30,0,0,1,0,0,0,202,46,1,0,0,50,0,0,1,0,1
Transgender and Intersex Community Art Project,AUD,Art,Public Art,0,0,3,1800,907.2,28,2014/4/13,2014/5/13,30,0,131,1,0,0,0,202,43,0,9.36,197.28,474.48,0,6,11,0,1
The Russian White needs YOU to release our debut album!!,USD,Music,Electronic Music,0,0,16,2500,36,3,2014/3/26,2014/5/1,35,535,38,1,0,0,0,283,75,0,30,30,30,1,1,1,0,1
TIME HEALS ALL WOUNDS,EUR,Film & Video,Documentary,0,0,1,5650,18.08,2,2014/5/14,2014/6/6,23,313,0,1,0,0,0,140,23,0,1.13,1.13,1.13,1,1,1,0,1
Do you like Sandwiches?,USD,Games,Tabletop Games,3,6,8,2500,2541,58,2014/3/14,2014/4/13,30,184,578,1,1,1,6,488,117,1,633,735,770,9,13,14,1,1
"Kay and P the Trade Paperback, Volume 2!",USD,Comics,Comics,5,0,11,1500,2146,49,2014/1/15,2014/2/14,30,0,20,3,14,0,13,216,91,2,543,746,786,8,13,14,1,0
Barefoot Bearfoot: A children's story about individuality.,USD,Publishing,Children's Book,0,0,7,2800,305,7,2014/4/23,2014/5/23,30,0,70,1,0,0,7,750,103,0,80,160,160,1,3,3,0,0
Periodic Table of the Vice Presidents Poster,USD,Design,Graphic Design,0,3,5,400,899,30,2014/4/4,2014/4/18,14,462,79,3,4,0,4,431,59,0,236,457,567,8,14,17,1,1
The Crusader #1,USD,Comics,Comics,1,3,9,3000,475,16,2014/3/12,2014/4/10,28,0,191,1,5,0,11,183,63,0,345,345,345,8,8,8,0,1
Unnatural Talent: Recording the Audio Book,USD,Comics,Comics,2,13,4,2900,1837,69,2014/4/14,2014/5/14,30,312,35,4,30,0,0,161,16,0,1167,1206,1253,32,35,39,0,0
A Wonderland Linocut Print Project,USD,Art,Illustration,4,4,13,275,2009,67,2014/2/24,2014/3/26,29,214,40,2,6,0,3,729,98,1,263,348,375,9,11,12,1,1
BreakOUT YEAR! 2014 - Music Videos!,CAD,Music,Music,1,0,7,1500,102.75,4,2014/1/13,2014/2/12,30,477,3,1,0,0,0,319,156,0,18.75,18.75,33.75,1,1,1,0,1
The Rainbow Theatre Project,USD,Theater,Theater,0,0,6,3000,3000,13,2014/3/31,2014/4/30,30,635,93,1,0,0,0,199,110,0,232,500,517,2,3,3,1,1
Darkland: A Short Film,USD,Film & Video,Short Film,0,0,8,400,595,16,2014/1/24,2014/2/5,12,0,50,1,0,0,0,189,124,0,0,30,290,0,2,8,1,1
London English Song Festival,GBP,Music,Classical Music,3,0,3,6350,6356.35,28,2014/4/12,2014/5/22,40,1387,123,1,0,0,0,338,84,0,114.3,114.3,114.3,3,2,3,1,1
"Creating ""Stone Pepper II"" (and III and IV...)",USD,Art,Sculpture,1,1,2,35850,440,3,2014/3/7,2014/4/21,44,316,46,1,0,0,0,643,141,0,420,420,420,2,2,2,0,1
City of Iron: Experts and Engines,USD,Games,Tabletop Games,5,107,6,5000,35678,903,2014/1/13,2014/2/12,29,0,16,6,18,0,10,630,212,0,11956,14696,16111,319,381,418,1,1
Intervention - a short film,GBP,Film & Video,Short Film,1,0,15,2540,4060.19,53,2014/2/4,2014/3/3,27,0,98,1,4,0,2,778,77,0,3365.5,3365.5,3397.25,31,31,32,1,1
Bella Pink & Co is every princess dream.,USD,Fashion,Fashion,1,0,1,550,255,7,2014/3/28,2014/4/27,30,806,38,1,0,0,0,140,50,0,0,0,0,0,0,0,0,1
DETROIT - photo book,USD,Photography,Photography,3,0,3,3500,826,15,2014/3/25,2014/4/24,30,89,55,2,2,0,9,174,93,1,200,200,309,3,3,3,0,0
Midwest Game Developers Summit,USD,Games,Video Games,8,9,11,8000,11255,171,2014/3/5,2014/4/4,29,0,620,1,0,0,27,858,185,6,2335,2800,2981,28,37,41,1,1
Will do Art for Vacation,USD,Art,Art,0,0,6,1000,1085,20,2014/2/19,2014/3/21,29,1505,162,1,4,0,5,144,39,0,165,165,165,4,4,4,1,1
We Are Jazz: Session Two,USD,Music,Jazz,1,0,7,500,715,25,2014/3/27,2014/4/27,30,1583,534,1,0,0,0,437,87,0,32,82,130,2,4,5,1,1
Follow focus and Follow zoom for Dragonfame and TB3,USD,Technology,Hardware,9,0,14,1500,1516,3,2014/3/18,2014/4/27,40,160,10,1,0,2,11,1074,206,3,0,0,0,0,0,0,1,1
BRIDGE THE GAP NYC,USD,Fashion,Apparel,0,2,8,20000,6210,79,2014/5/31,2014/6/12,11,0,229,1,0,0,0,265,89,0,0,0,0,0,0,0,0,1
Between Two Worlds: A Goaltending Book Project,USD,Publishing,Nonfiction,0,0,5,3000,3958,33,2014/5/3,2014/6/3,31,513,210,1,0,0,5,1195,206,0,249,250,548,5,6,9,1,1
Shawl-Anderson Youth Ensemble Performance,USD,Dance,Dance,0,0,5,3000,3027,45,2014/4/23,2014/5/14,21,0,119,1,8,0,0,460,47,0,333,655,808,3,7,11,1,1
"Mobile Paving Machine, first in the world,3-in -one solution",CAD,Technology,Technology,2,2,9,72750,155.25,9,2014/1/9,2014/2/23,45,0,2,1,3,0,19,1196,157,0,3.75,3.75,11.25,1,1,2,0,1
DeckaJam - Total Jam-Nation Debut Album,GBP,Music,Music,2,2,11,1898.65,2569.21,57,2014/1/24,2014/3/25,59,1336,538,1,0,3,2,778,115,0,132.08,200.66,203.2,4,6,6,1,1
ULTRA LONG RANGE ARDUINO COMPATIBLE XBEE CONTROLLER,EUR,Technology,Hardware,0,3,6,16950,2206.89,24,2014/4/29,2014/5/29,30,0,15,1,0,3,15,917,85,0,446.35,676.87,787.61,4,7,8,0,1
wondering HOW LUCKY?,GBP,Film & Video,Documentary,7,0,10,1397,2630.17,81,2014/4/4,2014/5/4,30,503,403,1,3,0,3,315,71,0,746.76,1021.08,1104.9,25,33,37,1,1
2014 Summer Showcase Concert Series,USD,Music,Music,0,0,7,1000,1470,17,2014/4/9,2014/5/19,39,0,170,2,0,0,4,389,40,0,301,325,325,4,5,5,1,1
The ProHand: Sports Training Tool,USD,Design,Design,0,0,15,8000,20,1,2014/3/11,2014/4/20,40,1206,6,1,0,0,9,572,41,0,0,0,0,0,0,0,0,1
AT HOME,USD,Photography,Photography,2,3,12,6500,9132,110,2014/1/21,2014/2/20,30,560,161,1,10,0,2,250,31,0,2391,2911,3347,16,25,34,1,1
The Will to Win,USD,Music,Hip-Hop,0,0,5,50000,10,2,2013/12/27,2014/1/26,30,0,6,1,0,0,0,285,126,0,0,0,0,0,0,0,0,1
Shape Field Chair,USD,Design,Product Design,2,8,7,20000,21958,150,2014/2/18,2014/3/20,30,0,626,1,13,0,24,884,209,1,3825,5960,6502,29,47,54,1,1
Ice Cream for Sandcastle,USD,Food,Food,3,2,15,17000,17345,268,2014/2/12,2014/3/4,20,0,710,1,0,0,5,359,57,0,2791,3656,3890,73,90,92,1,1
Trial of Trails - The Stationary Bike RPG,USD,Games,Video Games,2,8,6,2500,1837,63,2014/4/19,2014/5/19,30,0,134,1,2,0,10,858,115,3,1072,1263,1331,36,42,46,0,1
Assured Destruction: WITH ZOMBIES,CAD,Publishing,Publishing,8,0,13,750,1571.25,43,2014/2/26,2014/3/17,18,338,96,1,6,1,8,547,83,0,57.75,85.5,189.75,5,6,10,1,1
Paperhand Puppet Intervention 15th Annual Summer Show,USD,Art,Performance Art,3,0,15,10000,11298,172,2014/5/27,2014/6/15,18,0,1554,4,1,0,1,452,250,0,1173,1748,1848,19,26,27,1,1
Kolibree: The World's First Connected Electric Toothbrush,USD,Technology,Technology,7,54,10,70000,108684,816,2014/4/10,2014/5/25,45,0,1144,1,0,0,19,1783,256,16,29970,38472,47789,229,302,336,1,1
Titan Run,GBP,Games,Video Games,1,2,17,146050,1130.3,26,2014/3/19,2014/4/18,30,0,101,1,0,0,21,1427,274,0,181.61,447.04,461.01,4,6,8,0,1
"Fraemes: Personalizable, swappable, 3D-printed iPhone cases",USD,Technology,Technology,4,5,9,15000,16049,139,2014/2/25,2014/3/27,30,1029,509,1,7,0,25,2280,124,2,1875,2021,2312,25,29,40,1,1
RAILBENDER STUDIO: starting from scratch,CAD,Art,Mixed Media,3,5,10,3750,6918.75,101,2013/12/19,2014/1/18,30,799,1257,1,1,0,15,503,130,0,1590,1699.5,1950,16,18,20,1,1
Red Origins,USD,Film & Video,Animation,15,2,10,55000,6541,170,2014/3/5,2014/4/19,44,1788,3559,1,0,0,7,234,222,0,586,692,867,17,20,26,0,1
Virginia Beach Comicon,USD,Comics,Comics,1,0,14,20000,520,10,2014/3/11,2014/4/10,30,661,457,1,0,0,0,640,151,1,75,430,460,3,7,8,0,1
Super Dwarf Madness: Online Multiplayer Exploration w/ Guns!,USD,Games,Video Games,9,9,12,10000,10247,104,2014/2/25,2014/3/20,23,251,210,3,6,0,25,3914,127,0,1158,1260,1365,27,29,30,1,1
Agent November,GBP,Games,Games,5,0,6,16510,10030.46,36,2014/3/5,2014/4/4,29,649,101,1,0,0,7,708,85,0,384.81,2844.8,3352.8,5,16,18,0,1
"""Pleased to meet me"" Release and Launch Event.",GBP,Music,Music,0,0,4,4445,63.5,1,2014/4/7,2014/5/7,30,407,1,1,0,0,0,158,141,0,63.5,63.5,63.5,1,1,1,0,0
Make the Downtown Springfield Mural Permanent,USD,Art,Painting,0,0,1,600,655,29,2014/4/2,2014/5/17,45,0,207,1,0,0,0,107,28,0,115,115,140,6,6,7,1,0
Key20- Critical Success,USD,Design,Product Design,7,3,10,410,1139,88,2014/2/14,2014/3/12,26,0,61,1,3,0,1,383,64,3,250,293,342,13,17,22,1,1
Urban Alligators and Alternate Dimensions - NYC Illustration,GBP,Art,Art,5,19,8,2794,2849.88,64,2014/2/24,2014/3/23,27,139,100,1,8,0,9,308,90,0,90.17,91.44,237.49,4,5,8,1,1
Digitizing and preserving works of RAFFI for generations,USD,Publishing,Fiction,4,0,8,80000,2095,4,2014/3/27,2014/4/26,30,2,18,1,0,0,0,364,147,0,45,45,45,2,2,2,0,1
"Blueprint ""Respect the Architect"" Tour at Catalyst Miami",USD,Music,Hip-Hop,2,0,5,900,190,11,2014/4/7,2014/4/23,16,589,203,1,1,0,5,192,203,0,45,70,87,4,5,5,0,1
Villainy (Vil-lan-knee) Timepiece Art | Become Self-Made,USD,Art,Mixed Media,0,0,5,5000,40,2,2014/2/6,2014/3/15,36,0,91,1,0,1,21,719,100,0,40,40,40,2,2,2,0,1
Found: The Animated Film,USD,Film & Video,Animation,3,11,9,4000,4184,89,2014/2/28,2014/3/30,29,488,350,1,10,0,5,563,107,0,663,1235,1392,5,17,20,1,1
Who got the Praise? We Got The Praise! Whaaaat !!!,USD,Dance,Dance,1,1,4,2000,96,12,2014/1/22,2014/3/23,59,88,2,2,0,0,0,112,90,0,1,1,1,1,1,1,0,1
A Night in New Orleans presented by Cos Couture,USD,Photography,Photography,1,10,28,25000,2899,71,2014/5/8,2014/6/7,30,359,981,1,0,0,17,915,126,1,629,657,720,11,12,15,0,1
Film about Modern-Day Slavery: Don't Look Away,USD,Film & Video,Drama,0,0,12,14682,629,12,2014/5/20,2014/6/3,13,624,414,1,0,0,8,760,51,0,40,60,65,4,6,7,0,1
Display plants & flowers with modern hanging garden products,USD,Art,Art,6,3,16,4000,5037,148,2014/4/29,2014/5/29,30,0,378,1,1,0,24,698,127,0,246,853,971,11,24,30,1,1
The Seibert Effect,USD,Film & Video,Documentary,0,1,6,1650,3005,32,2014/5/23,2014/6/22,30,0,19,1,0,0,0,214,59,0,97,265,445,1,4,7,1,1
DEAD ISLANDS - Zombie Apocalypse Action Adventure,USD,Publishing,Fiction,6,4,11,777,1307,42,2014/4/21,2014/5/21,30,129,71,1,0,0,7,1410,166,0,265,295,370,8,10,15,1,1
Roll the Dice: Fantasy RPG themed Tarot Deck,USD,Games,Games,28,13,20,6500,1873,39,2014/3/12,2014/4/11,30,228,160,1,152,0,5,1092,84,0,655,714,890,8,11,13,0,1
Photo Workshop in NY Project,USD,Photography,Photography,3,1,6,400,600,23,2014/6/3,2014/6/23,20,950,8,1,0,0,2,421,102,0,144,170,201,6,8,9,1,1
